time_stamp,PRECTOTCORR (mm/hour),T2MDEW (F),PS (kPa),WS2M (m/s),ALLSKY_SFC_SW_DWN (MJ/hr)
3/26/2025 11:00:00,0.34,27.266,98.09,0.54,0.47
3/26/2025 12:00:00,0.42,25.304,98.13,0.68,0.99
3/26/2025 13:00:00,0.74,22.532,98.17,0.76,1.47
3/26/2025 14:00:00,0.9,21.884,98.19,0.8,1.81
3/26/2025 15:00:00,0.77,21.992,98.19,0.81,2.03
3/26/2025 16:00:00,0.54,22.244,98.17,0.83,2.23
3/26/2025 17:00:00,0.31,22.442,98.13,0.86,1.96
3/26/2025 18:00:00,0.24,22.694,98.11,0.88,2.14
3/26/2025 19:00:00,0.12,22.892,98.13,0.85,1.78
3/26/2025 20:00:00,0.03,23.216,98.18,0.8,1.19
3/26/2025 21:00:00,0.01,24.044,98.24,0.65,0.56
3/26/2025 22:00:00,0,25.484,98.32,0.43,0.06
3/26/2025 23:00:00,0,25.448,98.41,0.41,0
3/27/2025 0:00:00,0,25.178,98.46,0.28,0
3/27/2025 1:00:00,0,23.954,98.47,0.25,0
3/27/2025 2:00:00,0,22.388,98.48,0.71,0
3/27/2025 3:00:00,0,21.524,98.5,0.8,0
3/27/2025 4:00:00,0,21.146,98.52,0.55,0
3/27/2025 5:00:00,0,21.002,98.52,0.47,0
3/27/2025 6:00:00,0,20.948,98.52,0.63,0
3/27/2025 7:00:00,0,20.948,98.52,0.79,0
3/27/2025 8:00:00,0,20.948,98.52,0.78,0
3/27/2025 9:00:00,0,21.038,98.56,0.67,0
3/27/2025 10:00:00,0,22.892,98.58,0.34,0.09
3/27/2025 11:00:00,0,22.406,98.63,0.28,0.72
3/27/2025 12:00:00,0,20.714,98.66,0.26,1.44
3/27/2025 13:00:00,0,21.038,98.69,0.33,2.08
3/27/2025 14:00:00,0,22.424,98.67,0.4,2.56
3/27/2025 15:00:00,0,24.206,98.61,0.46,2.85
3/27/2025 16:00:00,0,25.592,98.53,0.5,2.98
3/27/2025 17:00:00,0,26.672,98.45,0.55,2.76
3/27/2025 18:00:00,0,27.788,98.37,0.55,2.41
3/27/2025 19:00:00,0,28.868,98.29,0.52,1.78
3/27/2025 20:00:00,0,29.714,98.24,0.47,1.15
3/27/2025 21:00:00,0,38.732,98.23,0.23,0.51
3/27/2025 22:00:00,0,35.87,98.23,0.29,0.05
3/27/2025 23:00:00,0,34.754,98.25,0.34,0
3/28/2025 0:00:00,0,34.97,98.28,0.35,0
3/28/2025 1:00:00,0,35.618,98.28,0.36,0
3/28/2025 2:00:00,0,36.068,98.29,0.33,0
3/28/2025 3:00:00,0,35.636,98.28,0.28,0
3/28/2025 4:00:00,0,34.952,98.27,0.26,0
3/28/2025 5:00:00,0,34.916,98.27,0.68,0
3/28/2025 6:00:00,0,35.168,98.25,0.91,0
3/28/2025 7:00:00,0,35.438,98.24,0.88,0
3/28/2025 8:00:00,0,35.672,98.22,0.84,0
3/28/2025 9:00:00,0.01,35.816,98.2,0.97,0
3/28/2025 10:00:00,0.17,36.14,98.19,0.7,0.03
3/28/2025 11:00:00,0.19,39.02,98.19,0.3,0.27
3/28/2025 12:00:00,0.06,40.352,98.2,0.3,0.66
3/28/2025 13:00:00,0.02,42.206,98.2,0.44,1.11
3/28/2025 14:00:00,0.02,44.852,98.13,0.6,1.01
3/28/2025 15:00:00,0.01,47.156,97.98,0.72,0.69
3/28/2025 16:00:00,0.01,48.758,97.83,0.73,1.07
3/28/2025 17:00:00,0.56,50.846,97.76,0.67,0.67
3/28/2025 18:00:00,3.87,53.186,97.71,0.61,0.14
3/28/2025 19:00:00,29.56,55.706,97.73,0.5,0.38
3/28/2025 20:00:00,27.3,57.452,97.71,0.29,0.29
3/28/2025 21:00:00,4.34,57.326,97.66,0.34,0.11
3/28/2025 22:00:00,0.11,56.84,97.62,0.35,0.02
3/28/2025 23:00:00,0.01,56.174,97.62,0.32,0
3/29/2025 0:00:00,0.01,54.788,97.62,0.25,0
3/29/2025 1:00:00,0.01,54.212,97.62,0.34,0
3/29/2025 2:00:00,0.01,53.456,97.6,0.34,0
3/29/2025 3:00:00,0.01,53.06,97.58,0.38,0
3/29/2025 4:00:00,0.05,53.132,97.56,0.43,0
3/29/2025 5:00:00,0.14,53.834,97.5,0.48,0
3/29/2025 6:00:00,0.07,54.662,97.44,0.5,0
3/29/2025 7:00:00,0.17,55.004,97.49,0.42,0
3/29/2025 8:00:00,0.19,55.292,97.62,0.4,0
3/29/2025 9:00:00,0.07,56.03,97.69,0.49,0
3/29/2025 10:00:00,0.01,56.786,97.73,0.52,0.03
3/29/2025 11:00:00,0,58.19,97.79,0.55,0.24
3/29/2025 12:00:00,0,59.414,97.81,0.61,0.58
3/29/2025 13:00:00,0.01,59.18,97.79,0.66,0.92
3/29/2025 14:00:00,0.03,57.578,97.77,0.74,0.91
3/29/2025 15:00:00,0.05,56.858,97.74,0.77,1.46
3/29/2025 16:00:00,0.11,56.606,97.7,0.75,1.38
3/29/2025 17:00:00,0.14,56.138,97.67,0.68,1.5
3/29/2025 18:00:00,0.36,56.048,97.64,0.58,1.38
3/29/2025 19:00:00,0.8,57.038,97.63,0.44,0.8
3/29/2025 20:00:00,0.96,60.026,97.61,0.26,0.54
3/29/2025 21:00:00,0.57,62.87,97.61,0.25,0.29
3/29/2025 22:00:00,0.3,57.758,97.6,0.81,0.04
3/29/2025 23:00:00,0.35,57.074,97.62,0.35,0
3/30/2025 0:00:00,0.23,57.236,97.62,0.24,0
3/30/2025 1:00:00,0.1,57.038,97.6,0.28,0
3/30/2025 2:00:00,0.18,56.966,97.58,0.3,0
3/30/2025 3:00:00,0.35,57.11,97.56,0.31,0
3/30/2025 4:00:00,0.82,57.47,97.54,0.36,0
3/30/2025 5:00:00,1.19,57.974,97.53,0.39,0
3/30/2025 6:00:00,0.45,58.082,97.53,0.38,0
3/30/2025 7:00:00,0.16,57.902,97.56,0.36,0
3/30/2025 8:00:00,0.35,57.434,97.58,0.26,0
3/30/2025 9:00:00,0.44,56.786,97.59,0.19,0
3/30/2025 10:00:00,0.97,57.236,97.57,0.3,0.03
3/30/2025 11:00:00,9.1,58.262,97.54,0.42,0.19
3/30/2025 12:00:00,26.58,59.18,97.51,0.51,0.34
3/30/2025 13:00:00,38.96,58.136,97.46,0.7,0.54
3/30/2025 14:00:00,34.55,56.642,97.42,0.77,0.26
3/30/2025 15:00:00,24.13,56.444,97.4,0.75,0.2
3/30/2025 16:00:00,18.28,56.606,97.36,0.7,0.38
3/30/2025 17:00:00,9.96,57.092,97.28,0.66,0.54
3/30/2025 18:00:00,3.79,57.992,97.2,0.57,0.4
3/30/2025 19:00:00,1.59,59.234,97.14,0.53,0.35
3/30/2025 20:00:00,0.73,60.44,97.06,0.49,0.21
3/30/2025 21:00:00,0.27,61.196,97.03,0.44,0.11
3/30/2025 22:00:00,0.13,60.926,97.02,0.4,0.02
3/30/2025 23:00:00,0.11,60.674,97.03,0.41,0
3/31/2025 0:00:00,0.21,60.566,96.98,0.45,0
3/31/2025 1:00:00,1.11,60.548,96.91,0.51,0
3/31/2025 2:00:00,2.34,60.638,96.84,0.53,0
3/31/2025 3:00:00,3.47,60.836,96.76,0.54,0
3/31/2025 4:00:00,5.08,60.854,96.68,0.51,0
3/31/2025 5:00:00,4.8,60.728,96.64,0.47,0
3/31/2025 6:00:00,2.51,60.404,96.55,0.42,0
3/31/2025 7:00:00,1.7,60.08,96.44,0.4,0
3/31/2025 8:00:00,2,59.594,96.37,0.38,0
3/31/2025 9:00:00,17.04,58.694,96.43,0.32,0
3/31/2025 10:00:00,40.86,57.506,96.44,0.26,0.03
3/31/2025 11:00:00,5.47,57.992,96.42,0.34,0.21
3/31/2025 12:00:00,3.3,58.604,96.47,0.48,0.38
3/31/2025 13:00:00,1.46,59,96.52,0.59,0.51
3/31/2025 14:00:00,0.87,56.192,96.52,0.73,0.88
3/31/2025 15:00:00,0.36,52.862,96.63,0.79,0.93
3/31/2025 16:00:00,0.33,50.576,96.63,0.74,0.98
3/31/2025 17:00:00,0.53,48.65,96.61,0.71,0.8
3/31/2025 18:00:00,0.6,46.454,96.62,0.72,0.58
3/31/2025 19:00:00,0.74,44.564,96.65,0.66,0.34
3/31/2025 20:00:00,0.56,43.538,96.7,0.57,0.21
3/31/2025 21:00:00,0.37,42.638,96.74,0.64,0.1
3/31/2025 22:00:00,1,40.676,96.86,0.74,0.01
3/31/2025 23:00:00,0.13,36.896,97,0.72,0
4/1/2025 0:00:00,0.14,33.602,97.12,0.61,0
4/1/2025 1:00:00,0.1,32.198,97.18,0.53,0
4/1/2025 2:00:00,0.1,31.388,97.25,0.5,0
4/1/2025 3:00:00,0.1,30.326,97.35,0.5,0
4/1/2025 4:00:00,0.07,28.76,97.46,0.52,0
4/1/2025 5:00:00,0.07,27.014,97.56,0.52,0
4/1/2025 6:00:00,0.06,26.15,97.65,0.47,0
4/1/2025 7:00:00,0.05,25.88,97.73,0.43,0
4/1/2025 8:00:00,0.04,25.574,97.8,0.39,0
4/1/2025 9:00:00,0.04,25.106,97.87,0.35,0
4/1/2025 10:00:00,0.02,24.494,97.95,0.37,0.04
4/1/2025 11:00:00,0.02,23,98.02,0.46,0.36
4/1/2025 12:00:00,0,22.388,98.08,0.44,0.67
4/1/2025 13:00:00,0,21.848,98.12,0.41,1.01
4/1/2025 14:00:00,0,21.2,98.14,0.38,1.79
4/1/2025 15:00:00,0,21.092,98.16,0.38,2.81
4/1/2025 16:00:00,0,21.326,98.15,0.36,3
4/1/2025 17:00:00,0,21.722,98.12,0.33,2.92
4/1/2025 18:00:00,0,22.208,98.11,0.3,2.6
4/1/2025 19:00:00,0,22.676,98.1,0.26,2.09
4/1/2025 20:00:00,0,23.378,98.1,0.23,1.41
4/1/2025 21:00:00,0,28.202,98.15,0.18,0.68
4/1/2025 22:00:00,0,33.152,98.23,0.55,0.08
4/1/2025 23:00:00,0,32.432,98.32,0.3,0
4/2/2025 0:00:00,0,31.262,98.36,0.26,0
4/2/2025 1:00:00,0,30.182,98.35,0.24,0
4/2/2025 2:00:00,0,29.606,98.37,0.27,0
4/2/2025 3:00:00,0,29.498,98.4,0.3,0
4/2/2025 4:00:00,0,29.732,98.39,0.34,0
4/2/2025 5:00:00,0,29.912,98.31,0.33,0
4/2/2025 6:00:00,0,29.696,98.19,0.35,0
4/2/2025 7:00:00,0,29.39,98.18,0.31,0
4/2/2025 8:00:00,0,29.264,98.32,0.39,0
4/2/2025 9:00:00,0,29.084,98.32,0.38,0
4/2/2025 10:00:00,0,28.994,98.28,0.42,0.07
4/2/2025 11:00:00,0,29.768,98.21,0.46,0.33
4/2/2025 12:00:00,0,31.766,98.12,0.51,0.4
4/2/2025 13:00:00,0,34.178,97.98,0.64,0.81
4/2/2025 14:00:00,0,37.616,97.86,0.74,0.7
4/2/2025 15:00:00,0,41.486,97.79,0.78,0.15
4/2/2025 16:00:00,0.33,44.798,97.65,0.84,0.13
4/2/2025 17:00:00,3.55,47.498,97.49,0.85,1.05
4/2/2025 18:00:00,3.64,49.91,97.46,0.74,1.4
4/2/2025 19:00:00,14.96,52.052,97.45,0.67,0.82
4/2/2025 20:00:00,19,53.708,97.5,0.62,0.47
4/2/2025 21:00:00,2.29,54.5,97.54,0.59,0.21
4/2/2025 22:00:00,0.07,54.392,97.57,0.56,0.04
4/2/2025 23:00:00,0.03,53.78,97.6,0.59,0
4/3/2025 0:00:00,0.01,52.934,97.6,0.62,0
4/3/2025 1:00:00,0,52.358,97.5,0.63,0
4/3/2025 2:00:00,0,52.376,97.38,0.61,0
4/3/2025 3:00:00,0,53.078,97.43,0.51,0
4/3/2025 4:00:00,0,54.248,97.42,0.49,0
4/3/2025 5:00:00,0,55.544,97.23,0.54,0
4/3/2025 6:00:00,0.02,57.002,97.22,0.57,0
4/3/2025 7:00:00,0.41,58.712,97.26,0.62,0
4/3/2025 8:00:00,4.76,60.062,97.2,0.55,0
4/3/2025 9:00:00,86.97,61.016,97.28,0.62,0
4/3/2025 10:00:00,191.08,61.7,97.33,0.76,0.06
4/3/2025 11:00:00,9.12,62.276,97.34,0.8,0.34
4/3/2025 12:00:00,2.29,62.366,97.37,0.76,0.7
4/3/2025 13:00:00,2.46,62.384,97.44,0.7,1.03
4/3/2025 14:00:00,0.33,62.708,97.49,0.7,1.21
4/3/2025 15:00:00,0.05,62.366,97.5,0.71,1.16
4/3/2025 16:00:00,0.91,59.126,97.62,0.77,1.3
4/3/2025 17:00:00,6.52,54.482,97.68,0.62,1.52
4/3/2025 18:00:00,15.8,52.862,97.78,0.46,1.18
4/3/2025 19:00:00,10.32,52.718,97.68,0.35,0.82
4/3/2025 20:00:00,1.05,53.906,97.66,0.37,0.54
4/3/2025 21:00:00,0.98,55.886,97.66,0.23,0.25
4/3/2025 22:00:00,35.81,56.822,97.8,0.25,0.04
4/3/2025 23:00:00,30.62,56.372,97.89,0.2,0
4/4/2025 0:00:00,3.74,56.192,97.85,0.13,0
4/4/2025 1:00:00,5.36,56.066,97.83,0.18,0
4/4/2025 2:00:00,13,56.012,97.91,0.34,0
4/4/2025 3:00:00,47.91,52.43,98.05,0.44,0
4/4/2025 4:00:00,85.65,49.352,97.95,0.24,0
4/4/2025 5:00:00,73.54,48.434,97.93,0.1,0
4/4/2025 6:00:00,46.6,48.488,98.06,0.11,0
4/4/2025 7:00:00,35.96,48.038,98.09,0.13,0
4/4/2025 8:00:00,58.83,47.57,98.19,0.28,0
4/4/2025 9:00:00,12.06,46.796,98.35,0.27,0
4/4/2025 10:00:00,1.25,46.238,98.35,0.18,0.07
4/4/2025 11:00:00,1.02,46.238,98.34,0.29,0.36
4/4/2025 12:00:00,0.41,44.51,98.44,0.22,0.73
4/4/2025 13:00:00,0.04,43.214,98.52,0.27,1.11
4/4/2025 14:00:00,0.02,42.368,98.54,0.26,1.43
4/4/2025 15:00:00,0.03,42.458,98.53,0.25,1.69
4/4/2025 16:00:00,0.05,43.268,98.53,0.23,1.54
4/4/2025 17:00:00,0.31,44.276,98.44,0.17,1.46
4/4/2025 18:00:00,1.05,45.446,98.38,0.02,0.79
4/4/2025 19:00:00,2.63,47.21,98.33,0.03,0.71
4/4/2025 20:00:00,1.22,49.478,98.28,0.13,0.44
4/4/2025 21:00:00,11.2,53.222,98.33,0.18,0.22
4/4/2025 22:00:00,120.22,53.564,98.36,0.43,0.04
4/4/2025 23:00:00,138.3,53.708,98.38,0.16,0
4/5/2025 0:00:00,8.23,52.322,98.33,0.2,0
4/5/2025 1:00:00,2.34,51.278,98.29,0.29,0
4/5/2025 2:00:00,5.52,51.836,98.17,0.34,0
4/5/2025 3:00:00,5.39,52.808,98.01,0.31,0
4/5/2025 4:00:00,3.17,52.664,97.93,0.22,0
4/5/2025 5:00:00,1.83,53.024,97.87,0.26,0
4/5/2025 6:00:00,4.93,53.42,97.74,0.33,0
4/5/2025 7:00:00,6.84,53.798,97.68,0.3,0
4/5/2025 8:00:00,5.82,54.248,97.61,0.36,0
4/5/2025 9:00:00,8.88,54.716,97.49,0.37,0
4/5/2025 10:00:00,13.27,55.544,97.49,0.35,0.05
4/5/2025 11:00:00,3.27,57.092,97.45,0.45,0.15
4/5/2025 12:00:00,2.46,59.036,97.38,0.49,0.39
4/5/2025 13:00:00,3.8,61.376,97.35,0.46,0.53
4/5/2025 14:00:00,17.4,63.446,97.35,0.44,1.01
4/5/2025 15:00:00,52.94,64.814,97.37,0.47,1.28
4/5/2025 16:00:00,34.82,65.39,97.35,0.57,1.36
4/5/2025 17:00:00,2.89,65.426,97.29,0.59,0.45
4/5/2025 18:00:00,18.6,65.552,97.26,0.44,0.39
4/5/2025 19:00:00,21.96,65.912,97.17,0.35,0.49
4/5/2025 20:00:00,20.01,65.354,97.31,0.38,0.32
4/5/2025 21:00:00,15.59,61.178,97.4,0.43,0.18
4/5/2025 22:00:00,42.76,55.868,97.46,0.39,0.03
4/5/2025 23:00:00,19.83,52.79,97.46,0.28,0
4/6/2025 0:00:00,2.88,51.422,97.5,0.24,0
4/6/2025 1:00:00,3.41,50.648,97.48,0.25,0
4/6/2025 2:00:00,4.78,50.09,97.35,0.3,0
4/6/2025 3:00:00,3.07,49.442,97.24,0.34,0
4/6/2025 4:00:00,3.67,48.65,97.29,0.36,0
4/6/2025 5:00:00,10.16,46.832,97.26,0.39,0
4/6/2025 6:00:00,9.54,44.6,97.12,0.46,0
4/6/2025 7:00:00,11.71,42.476,97.28,0.47,0
4/6/2025 8:00:00,13.63,39.758,97.36,0.52,0
4/6/2025 9:00:00,4.26,37.508,97.28,0.49,0
4/6/2025 10:00:00,5.72,36.572,97.44,0.41,0.05
4/6/2025 11:00:00,19.2,35.69,97.57,0.48,0.2
4/6/2025 12:00:00,9.41,35.006,97.53,0.53,0.29
4/6/2025 13:00:00,0.67,34.034,97.57,0.5,0.33
4/6/2025 14:00:00,0.17,33.044,97.58,0.36,0.58
4/6/2025 15:00:00,0.29,32.216,97.45,0.27,0.63
4/6/2025 16:00:00,0.49,32.234,97.56,0.38,0.64
4/6/2025 17:00:00,1.82,31.388,97.51,0.4,0.64
4/6/2025 18:00:00,1.44,30.074,97.41,0.39,0.81
4/6/2025 19:00:00,0.78,28.814,97.53,0.38,0.55
4/6/2025 20:00:00,0.64,28.544,97.51,0.29,0.34
4/6/2025 21:00:00,1.64,29.84,97.5,0.21,0.14
4/6/2025 22:00:00,3.69,32.648,97.5,0.14,0.03
4/6/2025 23:00:00,1.82,32.936,97.47,0.19,0
4/7/2025 0:00:00,21.68,32.162,97.46,0.24,0
4/7/2025 1:00:00,3.69,32.252,97.38,0.26,0
4/7/2025 2:00:00,1.54,32.198,97.4,0.2,0
4/7/2025 3:00:00,1.95,32.054,97.42,0.16,0
4/7/2025 4:00:00,0.98,31.874,97.41,0.14,0
4/7/2025 5:00:00,0.57,31.028,97.29,0.18,0
4/7/2025 6:00:00,0.2,30.182,97.22,0.2,0
4/7/2025 7:00:00,0.15,29.084,97.18,0.23,0
4/7/2025 8:00:00,0.21,27.878,97.16,0.19,0
4/7/2025 9:00:00,0.1,27.374,97.11,0.2,0
4/7/2025 10:00:00,0.1,27.716,97.07,0.13,0.14
4/7/2025 11:00:00,0.23,28.652,97.03,0.1,0.68
4/7/2025 12:00:00,0.32,27.896,96.96,0.04,1.28
4/7/2025 13:00:00,0.29,27.986,96.96,0.09,1.83
4/7/2025 14:00:00,0.22,28.31,96.87,0.12,2.24
4/7/2025 15:00:00,0.16,28.742,96.78,0.17,2.65
4/7/2025 16:00:00,0.11,29.03,96.74,0.27,2.88
4/7/2025 17:00:00,0.07,28.796,96.67,0.34,2.62
4/7/2025 18:00:00,0.02,28.976,96.56,0.35,2.51
4/7/2025 19:00:00,0,30.164,96.57,0.41,2.15
4/7/2025 20:00:00,0.01,33.404,96.58,0.34,1.4
4/7/2025 21:00:00,0.3,35.834,96.6,0.31,0.68
4/7/2025 22:00:00,2.12,36.842,96.62,0.35,0.08
4/7/2025 23:00:00,3.68,37.742,96.73,0.51,0
4/8/2025 0:00:00,1.13,34.232,96.82,0.69,0
4/8/2025 1:00:00,1.22,27.392,96.88,0.62,0
4/8/2025 2:00:00,0.32,24.35,96.99,0.52,0
4/8/2025 3:00:00,0.15,21.92,97.08,0.49,0
4/8/2025 4:00:00,0.13,19.238,97.16,0.46,0
4/8/2025 5:00:00,0.07,18.068,97.2,0.36,0
4/8/2025 6:00:00,0.06,18.14,97.23,0.27,0
4/8/2025 7:00:00,0.06,18.464,97.27,0.26,0
4/8/2025 8:00:00,0.08,18.806,97.31,0.27,0
4/8/2025 9:00:00,0.09,18.842,97.35,0.34,0
4/8/2025 10:00:00,0.14,18.554,97.4,0.39,0.18
4/8/2025 11:00:00,0.09,17.024,97.47,0.51,0.63
4/8/2025 12:00:00,0.16,15.944,97.55,0.57,1.09
4/8/2025 13:00:00,0.11,15.692,97.63,0.59,1.76
4/8/2025 14:00:00,0.07,15.314,97.69,0.62,2.24
4/8/2025 15:00:00,0.06,15.17,97.7,0.62,2.57
4/8/2025 16:00:00,0.06,15.224,97.72,0.62,2.78
4/8/2025 17:00:00,0.05,15.584,97.74,0.61,2.77
4/8/2025 18:00:00,0.05,16.124,97.76,0.59,2.66
4/8/2025 19:00:00,0.04,16.844,97.8,0.57,2.05
4/8/2025 20:00:00,0.03,17.456,97.86,0.53,1.47
4/8/2025 21:00:00,0.01,18.122,97.92,0.45,0.77
4/8/2025 22:00:00,0,20.282,97.97,0.27,0.14
4/8/2025 23:00:00,0,22.658,98.03,0.21,0
4/9/2025 0:00:00,0,22.73,98.08,0.18,0
4/9/2025 1:00:00,0,22.244,98.1,0.19,0
4/9/2025 2:00:00,0.01,21.182,98.11,0.54,0
4/9/2025 3:00:00,0,21.47,98.15,0.56,0
4/9/2025 4:00:00,0,22.136,98.19,0.41,0
4/9/2025 5:00:00,0,22.946,98.24,0.14,0
4/9/2025 6:00:00,0,22.244,98.28,0.28,0
4/9/2025 7:00:00,0,21.38,98.31,0.52,0
4/9/2025 8:00:00,0,20.462,98.35,0.64,0
4/9/2025 9:00:00,0,19.994,98.38,0.51,0
4/9/2025 10:00:00,0,21.272,98.43,0.19,0.28
4/9/2025 11:00:00,0,19.112,98.47,0.08,1.02
4/9/2025 12:00:00,0,18.554,98.48,0.14,1.76
4/9/2025 13:00:00,0,18.086,98.46,0.15,2.41
4/9/2025 14:00:00,0,17.888,98.4,0.17,2.87
4/9/2025 15:00:00,0,18.482,98.35,0.19,2.83
4/9/2025 16:00:00,0,19.364,98.29,0.19,2.7
4/9/2025 17:00:00,0.05,20.408,98.23,0.2,2.23
4/9/2025 18:00:00,0.38,21.452,98.16,0.17,1.9
4/9/2025 19:00:00,0.73,23.108,98.13,0.16,1.24
4/9/2025 20:00:00,0.47,26.438,98.14,0.13,0.77
4/9/2025 21:00:00,0.03,32.468,98.15,0.22,0.36
4/9/2025 22:00:00,0.14,31.19,98.12,0.66,0.06
4/9/2025 23:00:00,2.03,32.144,98.13,0.72,0
4/10/2025 0:00:00,6.44,33.098,98.18,0.66,0
4/10/2025 1:00:00,7.18,33.26,98.23,0.64,0
4/10/2025 2:00:00,10.43,34.628,98.2,0.27,0
4/10/2025 3:00:00,7.48,35.15,98.22,0.13,0
4/10/2025 4:00:00,5.54,35.204,98.22,0.15,0
4/10/2025 5:00:00,1.64,34.934,98.2,0.21,0
4/10/2025 6:00:00,0.43,35.06,98.13,0.23,0
4/10/2025 7:00:00,0.6,34.898,98.03,0.27,0
4/10/2025 8:00:00,0.37,34.628,97.98,0.23,0
4/10/2025 9:00:00,2.28,34.664,97.93,0.22,0
4/10/2025 10:00:00,4.59,34.916,97.89,0.26,0.06
4/10/2025 11:00:00,5.74,36.176,97.82,0.29,0.32
4/10/2025 12:00:00,6.98,38.282,97.82,0.26,0.59
4/10/2025 13:00:00,10.75,40.226,97.79,0.25,0.37
4/10/2025 14:00:00,12.21,42.098,97.75,0.28,0.35
4/10/2025 15:00:00,13.04,44.006,97.72,0.33,0.43
4/10/2025 16:00:00,11.47,44.96,97.67,0.3,0.42
4/10/2025 17:00:00,12.88,45.698,97.62,0.27,0.3
4/10/2025 18:00:00,12.71,46.292,97.58,0.25,0.32
4/10/2025 19:00:00,12.69,47.012,97.56,0.22,0.17
4/10/2025 20:00:00,10.52,47.66,97.57,0.22,0.14
4/10/2025 21:00:00,6.67,48.182,97.6,0.13,0.11
4/10/2025 22:00:00,4.23,46.472,97.64,0.11,0.02
4/10/2025 23:00:00,3,44.924,97.7,0.26,0
4/11/2025 0:00:00,2.56,44.366,97.75,0.29,0
4/11/2025 1:00:00,1.13,43.178,97.77,0.32,0
4/11/2025 2:00:00,1.31,41.756,97.75,0.33,0
4/11/2025 3:00:00,1.07,40.19,97.73,0.34,0
4/11/2025 4:00:00,1.77,39.524,97.75,0.23,0
4/11/2025 5:00:00,1.83,38.768,97.75,0.24,0
4/11/2025 6:00:00,1.36,37.958,97.75,0.25,0
4/11/2025 7:00:00,0.97,37.022,97.72,0.25,0
4/11/2025 8:00:00,0.82,35.96,97.75,0.24,0
4/11/2025 9:00:00,0.94,35.024,97.82,0.24,0
4/11/2025 10:00:00,0.92,34.556,97.88,0.26,0.09
4/11/2025 11:00:00,0.38,34.502,97.9,0.27,0.35
4/11/2025 12:00:00,0.38,34.772,97.92,0.27,0.63
4/11/2025 13:00:00,0.36,34.988,97.9,0.26,0.35
4/11/2025 14:00:00,0.35,35.438,97.87,0.24,0.54
4/11/2025 15:00:00,0.41,35.654,97.85,0.2,0.8
4/11/2025 16:00:00,0.48,35.726,97.83,0.15,0.78
4/11/2025 17:00:00,0.46,35.744,97.79,0.14,0.61
4/11/2025 18:00:00,0.44,35.798,97.74,0.15,0.47
4/11/2025 19:00:00,0.44,35.906,97.71,0.18,0.38
4/11/2025 20:00:00,0.34,36.14,97.72,0.21,0.26
4/11/2025 21:00:00,0.25,37.364,97.75,0.22,0.14
4/11/2025 22:00:00,0.28,38.624,97.8,0.3,0.02
4/11/2025 23:00:00,0.32,37.418,97.87,0.26,0
4/12/2025 0:00:00,0.31,36.41,97.93,0.28,0
4/12/2025 1:00:00,0.32,35.186,97.95,0.28,0
4/12/2025 2:00:00,0.37,33.944,97.93,0.21,0
4/12/2025 3:00:00,0.35,33.206,97.9,0.17,0
4/12/2025 4:00:00,0.22,32.504,97.87,0.17,0
4/12/2025 5:00:00,0.12,31.946,97.82,0.16,0
4/12/2025 6:00:00,0.1,31.514,97.81,0.17,0
4/12/2025 7:00:00,0.15,31.316,97.81,0.17,0
4/12/2025 8:00:00,0.26,30.974,97.84,0.17,0
4/12/2025 9:00:00,0.37,30.65,97.87,0.17,0
4/12/2025 10:00:00,0.39,31.028,97.93,0.23,0.04
4/12/2025 11:00:00,0.04,32.666,97.97,0.26,0.28
4/12/2025 12:00:00,0.04,33.512,97.99,0.31,0.5
4/12/2025 13:00:00,0.05,33.656,98.01,0.31,0.58
4/12/2025 14:00:00,0.07,33.98,97.99,0.3,0.73
4/12/2025 15:00:00,0.08,34.178,97.94,0.3,0.97
4/12/2025 16:00:00,0.08,34.304,97.89,0.3,1
4/12/2025 17:00:00,0.07,34.61,97.85,0.31,1.01
4/12/2025 18:00:00,0.06,34.862,97.82,0.34,1.08
4/12/2025 19:00:00,0.04,35.24,97.81,0.36,0.91
4/12/2025 20:00:00,0.03,35.708,97.82,0.34,0.57
4/12/2025 21:00:00,0.02,36.392,97.85,0.28,0.3
4/12/2025 22:00:00,0.02,38.12,97.87,0.16,0.07
4/12/2025 23:00:00,0.01,37.238,97.93,0.17,0
4/13/2025 0:00:00,0.01,35.96,97.95,0.16,0
4/13/2025 1:00:00,0,35.24,97.95,0.15,0
4/13/2025 2:00:00,0,34.844,97.96,0.15,0
4/13/2025 3:00:00,0,34.376,97.95,0.15,0
4/13/2025 4:00:00,0.01,33.926,97.97,0.14,0
4/13/2025 5:00:00,0.01,33.476,97.99,0.17,0
4/13/2025 6:00:00,0.01,33.026,97.98,0.47,0
4/13/2025 7:00:00,0.01,32.774,98,0.54,0
4/13/2025 8:00:00,0.01,32.504,98.02,0.58,0
4/13/2025 9:00:00,0.02,32.36,98.03,0.6,0
4/13/2025 10:00:00,0.01,32.648,98.06,0.27,0.28
4/13/2025 11:00:00,0.01,33.674,98.1,0.12,0.95
4/13/2025 12:00:00,0,33.944,98.09,0.21,1.69
4/13/2025 13:00:00,0,34.484,98.07,0.23,2.37
4/13/2025 14:00:00,0,34.196,98,0.23,2.86
4/13/2025 15:00:00,0,33.8,97.94,0.23,3.16
4/13/2025 16:00:00,0,33.386,97.84,0.18,3.28
4/13/2025 17:00:00,0,33.026,97.76,0.14,3.13
4/13/2025 18:00:00,0,33.368,97.72,0.14,2.51
